STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2016,,40690,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2017,,41760,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2018,,43360,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2019,,44570,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2020,,42650,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2021,,45380,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2022,,49640,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2023,,52330,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2024,,53830,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,AT,Austria,2025,,55710,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2016,,37810,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2017,,38980,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2018,,40210,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2019,,41730,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2020,,40190,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2021,,43680,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2022,,48090,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2023,,51090,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2024,,52310,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BE,Belgium,2025,,53930,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2016,,7070,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2017,,7720,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2018,,8340,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2019,,9250,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2020,,9440,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2021,,10960,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2022,,13310,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2023,,14660,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2024,,16260,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2025,,18060,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2016,,75360,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2017,,74010,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2018,,73630,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2019,,76680,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2020,,76710,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2021,,81610,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2022,,92900,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2023,,96280,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2024,,99430,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CH,Switzerland,2025,,101810,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2016,,21930,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2017,,23230,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2018,,24660,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2019,,26110,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2020,,24630,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2021,,27850,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2022,,31560,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2023,,33870,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2024,,35670,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CY,Cyprus,2025,,36850,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2016,,17040,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2017,,18700,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2018,,20270,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2019,,21740,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2020,,20980,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2021,,23430,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2022,,26670,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2023,,29330,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2024,,29440,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,CZ,Czechia,2025,,31810,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2016,,39030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2017,,40630,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2018,,41800,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2019,,43030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2020,,42020,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2021,,44910,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2022,,48340,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2023,,50660,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2024,,51830,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DE,Germany,2025,,53520,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2016,,49270,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2017,,51060,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2018,,51950,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2019,,53040,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2020,,53540,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2021,,58640,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2022,,64430,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2023,,62910,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2024,,65650,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,DK,Denmark,2025,,68310,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2016,,16860,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2017,,18480,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2018,,20040,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2019,,21490,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2020,,20960,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2021,,23650,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2022,,27260,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2023,,28080,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2024,,28990,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EE,Estonia,2025,,30380,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2016,,16190,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2017,,16490,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_EUR_HAB,"Current prices, euro per capita",B1GQ,Gross domestic product at market prices,EL,Greece,2018,,16830,,p,provisional,,
